时间,,No,1T,1RH,2T,2RH,3T,3RH,4T,4RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:21:55,,521,30.1,47.6,32.6,43.9,31.5,45.8,31.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:23:55,,522,30.1,48.5,32.1,43.9,30.5,46.7,31.7,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:25:55,,523,30.2,48.1,32.2,44.9,31.3,46.4,31.5,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:27:55,,524,30.2,48.5,32.2,44.8,31.4,46.6,31.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:29:55,,525,30.2,48.6,32.1,44,30.9,46.9,31.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:31:55,,526,30.2,48.1,32.5,43.8,32.1,44.2,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:33:55,,527,30.2,48.5,32,45.1,31.3,46.6,31.3,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:35:55,,528,30.1,48.7,32.1,43.7,30.6,46.2,31.5,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:37:55,,529,30.3,48.5,32.3,44.1,31.1,45.9,32,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:55,,530,30.2,47.7,32.1,44.6,31.4,46.2,31.5,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:41:55,,531,30.2,48.6,31.9,44.3,30.4,47,31.5,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:43:55,,532,30.3,48.5,32.9,43.2,31.5,45,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:45:55,,533,30.2,48,32.9,43.7,31.7,45.2,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:47:55,,534,30.1,48.3,32.5,43.5,31.6,45.2,31.9,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:49:55,,535,30.2,48.5,32.3,43.7,31.2,45.4,31.6,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:51:55,,536,30.2,48.6,31.3,45.7,30.6,48.2,30.9,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:53:55,,537,30.1,48.6,32.4,43.3,30.9,46.2,31.7,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55,,538,30.2,48.6,32.6,43.7,31.8,44.8,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:57:55,,539,30.1,48.2,32.4,44.2,31.5,45.8,31.6,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:59:55,,540,30.2,48.6,32.1,44.1,30.4,47.2,31.7,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:01:55,,541,30.2,48.8,32.6,43.7,31.8,44.7,31.8,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:03:55,,542,30.1,48.8,32.4,44.5,31.6,46.1,31.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:05:55,,543,30.2,48.9,32,44.3,30.7,46.9,31.6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:07:55,,544,30.2,49.1,32.9,43.4,32.4,43.5,31.8,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:09:55,,545,30.3,48.7,32,45.2,31.4,46.4,31.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:11:55,,546,30.2,48.9,31.8,44.6,30.6,46.5,31.4,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:13:55,,547,30.2,48.9,32.4,44.4,31.6,45.8,31.5,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:15:55,,548,30.2,49,32.4,44.2,31.7,45.5,31.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:17:55,,549,30.1,48.9,31.9,44.7,30.5,47.9,31.3,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:19:55,,550,30.2,49.3,32.8,43.3,31.5,45.5,32.3,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:21:55,,551,30.1,49.3,31.7,46,30.6,48.4,31.3,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:23:55,,552,30.1,49.4,32.8,43.2,31.7,45.3,31.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:25:55,,553,30.1,48.7,32.4,44,31.7,45.2,31.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:27:55,,554,30.2,49.2,32.7,43.6,31.7,45,32.1,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:29:55,,555,30.1,48.5,31.5,45.8,30,49.1,31.4,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:31:55,,556,30.2,49.5,32.3,44.3,30.9,46.6,31.8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:33:55,,557,30.2,49.4,32.1,45.3,31.4,46.6,31.4,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:35:55,,558,30,49.6,31.9,44.9,31,47.3,31.7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:37:55,,559,30.1,49.2,32.6,44.2,32.3,44.3,31.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:39:55,,560,30.2,49.7,32.5,44.1,32.1,45.2,31.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:41:55,,561,30.1,49.5,31.5,46.2,29.9,49.4,31.4,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:43:55,,562,30.1,49.8,32,45.2,31.6,46,31.6,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:45:55,,563,30.1,50.1,32.5,44.8,31.9,45.6,31.7,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:47:55,,564,30.1,49.9,31.4,45.8,30.2,48.1,31.3,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:49:55,,565,30,49.5,31.9,46.2,31.1,47.4,31.5,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:51:55,,566,30.1,49.9,31.6,45.6,30.5,47.7,31.5,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:53:55,,567,30.1,50,31.7,46.4,31,47.9,31.2,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:55:55,,568,30,50.1,31.5,45.5,30.3,48,31.3,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:57:55,,569,30.1,49.8,31.4,47.1,30.4,49.2,31.2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:59:55,,570,30,49.9,31.5,45.6,30.7,47.2,31.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:01:55,,571,30.1,49.5,32.4,45.4,31.4,47.1,31.5,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:03:55,,572,30.1,49.8,31.8,44.8,30.5,47.5,31.5,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:05:55,,573,30.1,49.7,31.7,46.9,30.6,49.2,31.2,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:07:55,,574,30.1,49.7,32.2,45.2,31.1,46.6,31.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:09:55,,575,30.1,49.7,31.6,47,30.7,49,31.1,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:11:55,,576,30.1,50,32.1,45.7,30.7,47.6,31.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:13:55,,577,30,49.9,31.9,46.1,31,47.8,31.2,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:15:55,,578,30.1,50,31.8,45.5,30.2,48.6,31.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:17:55,,579,30.1,49.6,31.7,46.6,30.7,48.4,31.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:19:55,,580,30.1,49.7,31.7,45.8,30.3,48.3,31.4,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:21:55,,581,29.9,49.8,31.1,47.5,30.1,49.8,30.8,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:23:55,,582,30.1,49.9,32.1,45.6,31.1,46.6,31.6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:25:55,,583,30.1,49.7,32.2,45.6,31.4,47.3,31.5,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:27:55,,584,30,49.7,32.1,45.7,31.1,47.9,31.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:29:55,,585,29.9,49.9,31.9,46.5,31,48.6,31.3,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:31:55,,586,30,49.6,31.9,45.9,30.8,47.7,31.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:33:55,,587,30,50.2,32,45.6,32.1,46,31.4,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:35:55,,588,30,49.9,31.3,45.7,29.9,49.3,31.1,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:37:55,,589,29.8,49.8,31,46.9,29.2,51.1,30.9,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:39:55,,590,29.9,49.6,32,45.6,30.6,47.9,31.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:41:55,,591,30,50.2,32.2,45.3,31.4,46.4,31.8,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:43:55,,592,30,49.9,31.2,45.7,29,50.7,31.2,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:45:55,,593,30,50.1,32.1,45.6,30.8,47.5,31.5,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:47:55,,594,30,49.7,31.1,45.8,29.9,48.4,31,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:49:55,,595,29.9,49.3,31.6,46.5,30.7,48.5,31.1,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:51:55,,596,30,49.4,32,45.6,30.6,47.8,31.4,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:53:55,,597,30,49.5,31.2,47,29.9,49.7,30.8,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:55:55,,598,30.1,49.6,32,45.2,30.8,47.2,31.3,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:57:55,,599,30,49.5,31,47.1,29.9,49.7,30.7,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:59:55,,600,30.1,49.8,32,45.1,31.1,46.5,31.6,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:01:55,,601,30,49.4,31,46.5,29.6,49.9,30.9,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:03:55,,602,30,49.8,32.1,44.6,31.1,46.5,31.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:05:55,,603,30,49.4,31.3,47.3,30.3,49.3,31,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:07:55,,604,30.1,49.7,32.1,45.4,30.9,47.2,31.5,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:09:55,,605,30,49.5,31.4,47,30.4,49.5,31,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:11:55,,606,30.1,49.7,32.1,45,30.6,47.3,31.4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:13:55,,607,29.9,49.7,31.1,46.8,29.8,49.7,30.7,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:15:55,,608,30.1,49.6,32,45.2,31,47.4,31.4,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:17:55,,609,30,49.5,31.7,46.4,30.6,49.1,31,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:19:55,,610,30,49.6,32,45.3,31.2,46.8,31.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:21:55,,611,30,49.4,31.1,46.2,29.5,49.7,30.9,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:23:55,,612,29.9,49.5,32.4,44.7,32.2,45.4,31.3,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:25:55,,613,30,49.9,32.1,45.4,31.3,47.3,31.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:27:55,,614,30,49.8,31.4,45.5,30.2,47.9,31.2,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:29:55,,615,29.9,49.6,31,46.9,29.4,50.8,30.9,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:31:55,,616,30,49.7,31.8,44.6,30.7,46.8,31.7,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:33:55,,617,29.9,49.6,31.6,46.8,30.7,48.8,31.1,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:35:55,,618,29.9,49.7,31.8,44.7,30.7,47,31.4,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:37:55,,619,30,49.4,31,46.1,29.2,50.6,30.8,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:39:55,,620,30,49.4,32.2,45.3,31.6,46.5,31.2,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:41:55,,621,30,49.6,31.7,45.3,30.2,47.7,31.2,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:43:55,,622,29.9,49.6,32.4,44.3,31.7,45.6,31.4,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:45:55,,623,30,49.8,31.4,46.2,30.5,48.1,31.1,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:47:55,,624,30,49.7,31.4,45.8,30.5,47,31.2,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:49:55,,625,29.9,49.5,31.2,46,29,51.1,31,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:51:55,,626,30,49.8,31.8,45.5,30.6,47.6,31.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:53:55,,627,30,49.6,31.1,46.2,29,50.9,31,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:55:55,,628,30,50.1,32.2,45.2,30.8,47.5,31.4,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:57:55,,629,30,49.8,31.1,46.1,29.6,49,30.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:59:55,,630,29.9,49.9,30.8,47.2,29.5,50.8,30.6,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:01:55,,631,30,49.8,31.5,45.4,30.2,48,31.4,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:03:55,,632,29.9,49.8,31.7,46.6,30.5,49,31.1,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:05:55,,633,29.9,49.7,32.1,44.6,31.3,45.9,31.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:07:55,,634,30,49.8,31.1,46.4,29.2,49.8,30.9,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:09:55,,635,30,49.9,31.7,46.2,31,47.8,31.1,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:11:55,,636,30,50.2,32.2,45,31.3,46.6,31.3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:13:55,,637,29.9,49.9,31.6,45.6,30.2,48.5,31.3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:15:55,,638,29.8,50.2,31.1,47.1,29.4,50.5,31,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:17:55,,639,29.8,50.1,30.6,47.7,29.1,51.1,30.5,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:19:55,,640,29.8,50,32,45.6,31.2,47.1,31.4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:21:55,,641,29.8,50.1,31.9,45.8,30.9,47.7,31.4,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:23:55,,642,29.9,50,31.3,46.5,29.6,49.7,31,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:25:55,,643,29.8,50.1,31,47.4,29.4,51,30.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:27:55,,644,29.8,50,30.5,47.7,28.8,52,30.4,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:29:55,,645,29.9,50,31.7,46.4,31.8,46.1,31.3,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:31:55,,646,29.9,50.3,31.9,44.9,30.9,46.5,31.6,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:33:55,,647,29.9,49.8,31.2,46.2,28.9,50.9,31.1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:35:55,,648,29.9,50.2,32.4,45.9,30.9,48.3,31.3,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:37:55,,649,29.8,50,31.1,46.2,29.3,49.7,31.1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:39:55,,650,29.8,49.6,30.9,46.8,28.9,51.8,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:41:55,,651,29.9,49.8,31.3,46.2,30.3,48,31.1,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:43:55,,652,29.9,49.7,30.7,47,28.7,51.4,30.9,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:45:55,,653,29.9,49.9,31.5,46.9,30.7,48.6,30.9,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:47:55,,654,29.9,49.5,30.7,47.1,29.2,50.3,30.8,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:49:55,,655,29.8,49.6,30.9,47.3,29.6,51,30.7,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:51:55,,656,29.8,49.4,31.8,46.2,31.1,47.2,31.1,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:53:55,,657,29.8,49.5,31.1,46.3,29.2,50.3,31,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:55:55,,658,29.8,50.1,32.4,45.5,31.2,47.7,31.6,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:57:55,,659,29.8,49.9,30.9,46.4,29.1,50,30.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:59:55,,660,29.7,49.3,30.5,47.4,28.7,51.7,30.4,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:01:55,,661,29.9,49.7,31.6,45.9,30.8,47,31.1,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:03:55,,662,29.8,49.5,30.8,46.6,29.1,49.8,30.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:05:55,,663,29.8,49.7,31.2,47.1,30.1,49.4,30.7,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:55,,664,29.9,49.9,31.5,46,29.9,48.5,31.2,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:09:55,,665,29.8,49.5,32.2,45.6,30.7,48.1,31,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:11:55,,666,29.9,49.4,31.4,45.5,29.2,50.1,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:13:55,,667,29.8,49.5,31.1,46.6,28.9,51.1,30.8,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:15:55,,668,29.7,49.8,30.7,48.2,29.3,51.3,30.4,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:17:55,,669,29.7,49.6,31.4,46.1,30.3,48.3,30.9,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:19:55,,670,29.7,49.4,31.2,46.8,30,49.4,30.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:21:55,,671,29.8,50,32,45,31.3,46,31.2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:23:55,,672,29.7,49.9,30.9,46.3,29.3,49.1,30.6,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:25:55,,673,29.7,49.7,31.2,47,30,49.6,30.6,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:27:55,,674,29.8,49.5,31.6,45.4,30.7,47.4,30.9,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:29:55,,675,29.7,49.7,31.1,46.6,29.9,49.1,30.8,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:31:55,,676,29.7,49.9,31.5,46.9,30.3,49,30.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:33:55,,677,29.7,49.7,31.4,45.8,30.4,47.8,30.9,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:35:55,,678,29.7,49.7,31.3,46.4,30.3,48.7,30.9,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:37:55,,679,29.8,50.1,32.4,44.1,31.2,46.2,31.1,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:39:55,,680,29.8,49.9,30.8,46.4,29.2,49.5,30.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:41:55,,681,29.8,49.6,30.7,46.6,28.1,52.5,30.8,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:43:55,,682,29.7,49.7,32.1,45.2,30.7,48,31.1,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:45:55,,683,29.8,49.7,31.5,45.9,30.5,47.9,30.9,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:47:55,,684,29.7,49.7,30.7,46.9,28.7,51.1,30.5,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:49:55,,685,29.7,49.7,31.8,45.7,31.1,46.8,31.2,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:55,,686,29.7,49.5,31.2,46.1,30.2,48.4,30.8,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:53:55,,687,29.7,50.1,31.6,45.9,30.9,47.5,31,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:55:55,,688,29.8,49.7,31.9,44.6,31.7,45.1,31.1,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:57:55,,689,29.7,49.2,31.2,45.8,30.8,46.8,31,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:59:55,,690,29.8,49,31.4,46.3,30.9,47.1,31.3,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:01:55,,691,30,49.7,32.7,43.6,32.6,43.7,31.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:03:55,,692,30.3,48.4,31.9,44.4,31.7,44.5,31.6,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:05:55,,693,30.2,49.5,32.4,44.3,32.3,45,31.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:07:55,,694,30.2,49.2,32.4,44.6,32.7,43.5,31.7,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:09:55,,695,30.2,49.5,32.5,44.2,32.4,44.3,32,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:11:55,,696,30.5,49.2,32.8,43.1,33.1,42.3,32.3,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:13:55,,697,30.5,47.5,31.9,45.8,32,44.9,31.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:15:55,,698,30.4,47.3,31.8,45.8,31.9,45,31.5,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:17:55,,699,30.2,49.4,31.9,45.5,31.9,45.4,31.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:19:55,,700,30.5,49.2,32.7,43.4,32.6,43.3,32.4,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:21:55,,701,30.4,47.6,31.9,46,32,45.1,31.7,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:23:55,,702,30.4,47.7,31.8,46,31.8,45.7,31.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:25:55,,703,30.4,49.1,32.2,45.2,32,45.5,31.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:27:55,,704,30.5,49.3,32.8,43.6,32.5,44.1,32.2,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:29:55,,705,30.6,48,31.9,46.2,31.8,45.7,31.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:31:55,,706,30.5,48.2,31.8,46.3,31.7,46.2,31.6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:33:55,,707,30.4,49.6,32.2,45.4,31.8,46,31.8,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:35:55,,708,30.5,49.5,32.9,43.6,33,43.1,32.2,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:37:55,,709,30.4,49.2,32.5,44.5,32.2,44.9,32,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:39:55,,710,30.4,49.2,32.4,44.6,32.1,45,31.9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
